oid,custid,ordertime
7790,480,2018-10-07 15:45:18.561492+00
7791,229,2018-10-07 15:45:36.523949+00
7792,999,2018-10-07 15:45:53.435977+00
7793,792,2018-10-07 15:46:08.383005+00
7794,166,2018-10-07 15:46:19.232526+00
7795,289,2018-10-07 15:47:32.797525+00
7796,710,2018-10-07 15:48:18.375618+00
7797,293,2018-10-07 15:48:42.704186+00
7798,670,2018-10-07 15:48:50.673522+00
7799,641,2018-10-07 15:49:03.387873+00
7800,229,2018-10-07 15:49:58.022754+00
7801,679,2018-10-07 15:50:17.494186+00
7802,832,2018-10-07 15:50:27.894161+00
7803,4,2018-10-07 15:50:35.597507+00
7804,191,2018-10-07 15:50:51.109581+00
7805,945,2018-10-07 15:51:24.099984+00
7806,361,2018-10-07 15:52:07.741838+00
7807,429,2018-10-07 15:52:13.086036+00
7808,101,2018-10-07 15:52:15.961724+00
7809,142,2018-10-07 15:52:33.690969+00
7810,582,2018-10-07 15:53:01.453606+00
7811,266,2018-10-07 15:53:02.088395+00
7812,329,2018-10-07 15:53:08.416222+00
7813,279,2018-10-07 15:53:08.603617+00
7814,590,2018-10-07 15:53:23.729581+00
7815,868,2018-10-07 15:53:24.613801+00
7816,202,2018-10-07 15:53:56.095614+00
7817,656,2018-10-07 15:53:56.577925+00
7818,611,2018-10-07 15:54:32.272813+00
7819,820,2018-10-07 15:54:42.246118+00
7820,286,2018-10-07 15:54:53.321867+00
7821,555,2018-10-07 15:54:57.289718+00
7822,123,2018-10-07 15:55:27.463697+00
7823,309,2018-10-07 15:55:31.349763+00
7824,28,2018-10-07 15:55:32.403826+00
7825,497,2018-10-07 15:55:43.893543+00
7826,325,2018-10-07 15:55:56.688021+00
7827,85,2018-10-07 15:56:40.635185+00
7828,898,2018-10-07 15:56:44.866141+00
7829,810,2018-10-07 15:57:13.928583+00
7830,625,2018-10-07 15:57:41.552894+00
7831,870,2018-10-07 15:58:19.856113+00
7832,832,2018-10-07 15:58:21.026558+00
7833,94,2018-10-07 15:58:26.417759+00
7834,752,2018-10-07 15:59:03.9861+00
7835,816,2018-10-07 15:59:19.125436+00
7836,645,2018-10-07 15:59:23.698856+00
7837,35,2018-10-07 15:59:34.877773+00
7838,83,2018-10-07 15:59:42.220911+00
7839,825,2018-10-07 16:00:08.911811+00
7840,833,2018-10-07 16:00:11.792467+00
7841,912,2018-10-07 16:00:23.084744+00
7842,532,2018-10-07 16:00:44.95177+00
7843,660,2018-10-07 16:00:54.824812+00
7844,504,2018-10-07 16:01:16.407368+00
7845,767,2018-10-07 16:01:42.979168+00
7846,702,2018-10-07 16:01:44.297676+00
7847,938,2018-10-07 16:01:45.384061+00
7848,862,2018-10-07 16:02:12.611629+00
7849,378,2018-10-07 16:03:09.080723+00
7850,160,2018-10-07 16:03:33.236919+00
7851,592,2018-10-07 16:03:41.559723+00
7852,87,2018-10-07 16:03:49.827104+00
7853,758,2018-10-07 16:04:11.601079+00
7854,761,2018-10-07 16:04:21.086235+00
7855,762,2018-10-07 16:04:28.409613+00
7856,918,2018-10-07 16:04:55.080764+00
7857,811,2018-10-07 16:05:00.158359+00
7858,561,2018-10-07 16:05:48.382377+00
7859,286,2018-10-07 16:06:22.139247+00
7860,964,2018-10-07 16:06:22.621892+00
7861,733,2018-10-07 16:06:31.519619+00
7862,643,2018-10-07 16:06:40.595856+00
7863,651,2018-10-07 16:06:50.025472+00
7864,918,2018-10-07 16:07:04.51316+00
7865,983,2018-10-07 16:07:10.725476+00
7866,236,2018-10-07 16:08:09.999166+00
7867,897,2018-10-07 16:08:11.677294+00
7868,313,2018-10-07 16:08:15.443467+00
7869,935,2018-10-07 16:08:41.985993+00
7870,780,2018-10-07 16:08:51.708444+00
7871,39,2018-10-07 16:08:55.501053+00
7872,406,2018-10-07 16:09:15.253705+00
7873,73,2018-10-07 16:09:33.531063+00
7874,65,2018-10-07 16:09:54.654516+00
7875,709,2018-10-07 16:10:15.623809+00
7876,945,2018-10-07 16:10:16.563665+00
7877,193,2018-10-07 16:10:20.114473+00
7878,239,2018-10-07 16:10:40.239588+00
7879,442,2018-10-07 16:10:56.547365+00
7880,720,2018-10-07 16:11:25.526471+00
7881,291,2018-10-07 16:12:08.246464+00
7882,520,2018-10-07 16:12:24.882236+00
7883,917,2018-10-07 16:12:37.335613+00
7884,769,2018-10-07 16:13:15.392349+00
7885,579,2018-10-07 16:13:27.393356+00
7886,485,2018-10-07 16:13:32.813843+00
7887,290,2018-10-07 16:13:47.904978+00
7888,914,2018-10-07 16:14:03.138637+00
7889,264,2018-10-07 16:14:27.184096+00
7890,617,2018-10-07 16:14:57.696636+00
7891,4,2018-10-07 16:15:01.54773+00
7892,209,2018-10-07 16:15:15.514817+00
7893,332,2018-10-07 16:15:33.10332+00
7894,411,2018-10-07 16:15:45.518385+00
7895,58,2018-10-07 16:15:50.536742+00
7896,86,2018-10-07 16:16:14.047672+00
7897,919,2018-10-07 16:16:17.35682+00
7898,315,2018-10-07 16:16:26.959331+00
7899,970,2018-10-07 16:16:28.712173+00
7900,356,2018-10-07 16:16:37.873112+00
7901,974,2018-10-07 16:16:48.891114+00
7902,400,2018-10-07 16:17:42.157919+00
7903,487,2018-10-07 16:17:42.572923+00
7904,154,2018-10-07 16:17:44.839618+00
7905,878,2018-10-07 16:17:47.070646+00
7906,104,2018-10-07 16:18:02.482474+00
7907,891,2018-10-07 16:18:10.159702+00
7908,424,2018-10-07 16:18:10.661048+00
7909,709,2018-10-07 16:18:17.083004+00
7910,795,2018-10-07 16:19:05.491595+00
7911,344,2018-10-07 16:19:25.118273+00
7912,410,2018-10-07 16:19:38.32414+00
7913,311,2018-10-07 16:19:50.198864+00
7914,383,2018-10-07 16:20:02.039262+00
7915,555,2018-10-07 16:21:02.477284+00
7916,851,2018-10-07 16:21:21.335473+00
7917,116,2018-10-07 16:21:29.259713+00
7918,810,2018-10-07 16:21:29.56757+00
7919,342,2018-10-07 16:22:09.030223+00
7920,296,2018-10-07 16:22:26.078591+00
7921,584,2018-10-07 16:23:10.517485+00
7922,762,2018-10-07 16:23:47.979313+00
7923,450,2018-10-07 16:23:52.066584+00
7924,250,2018-10-07 16:23:59.362968+00
7925,974,2018-10-07 16:24:15.240859+00
7926,975,2018-10-07 16:24:18.847296+00
7927,958,2018-10-07 16:24:39.096729+00
7928,68,2018-10-07 16:25:10.712686+00
7929,56,2018-10-07 16:25:38.639515+00
7930,638,2018-10-07 16:26:08.344857+00
7931,17,2018-10-07 16:26:16.351751+00
7932,60,2018-10-07 16:26:17.76806+00
7933,704,2018-10-07 16:26:25.446573+00
7934,48,2018-10-07 16:27:24.826243+00
7935,656,2018-10-07 16:27:27.525216+00
7936,45,2018-10-07 16:27:39.327568+00
7937,126,2018-10-07 16:27:40.694752+00
7938,144,2018-10-07 16:27:46.91372+00
7939,890,2018-10-07 16:28:27.129812+00
7940,129,2018-10-07 16:28:38.947327+00
7941,693,2018-10-07 16:29:05.794887+00
7942,199,2018-10-07 16:29:20.861782+00
7943,4,2018-10-07 16:29:49.264249+00
7944,870,2018-10-07 16:29:57.822503+00
7945,972,2018-10-07 16:29:58.581927+00
7946,981,2018-10-07 16:30:14.424206+00
7947,150,2018-10-07 16:30:46.16735+00
7948,416,2018-10-07 16:31:20.744583+00
7949,641,2018-10-07 16:31:37.700118+00
7950,189,2018-10-07 16:31:57.783246+00
7951,87,2018-10-07 16:32:10.795276+00
7952,33,2018-10-07 16:32:22.31585+00
7953,537,2018-10-07 16:32:49.846641+00
7954,55,2018-10-07 16:32:51.458835+00
7955,175,2018-10-07 16:32:55.657614+00
7956,831,2018-10-07 16:33:14.224998+00
7957,803,2018-10-07 16:34:05.953607+00
7958,489,2018-10-07 16:34:08.863577+00
7959,877,2018-10-07 16:34:24.23237+00
7960,803,2018-10-07 16:34:31.962655+00
7961,264,2018-10-07 16:34:42.840094+00
7962,145,2018-10-07 16:35:38.027548+00
7963,831,2018-10-07 16:36:05.586507+00
7964,117,2018-10-07 16:36:18.002652+00
7965,54,2018-10-07 16:36:30.462031+00
7966,543,2018-10-07 16:37:17.459487+00
7967,815,2018-10-07 16:37:19.310459+00
7968,110,2018-10-07 16:37:24.360233+00
7969,346,2018-10-07 16:38:03.134411+00
7970,362,2018-10-07 16:38:25.103759+00
7971,299,2018-10-07 16:38:42.179468+00
7972,725,2018-10-07 16:38:45.46589+00
7973,994,2018-10-07 16:38:57.917629+00
7974,479,2018-10-07 16:39:06.932112+00
7975,554,2018-10-07 16:39:22.191759+00
7976,600,2018-10-07 16:39:25.140893+00
7977,185,2018-10-07 16:39:27.599756+00
7978,789,2018-10-07 16:39:29.399876+00
7979,995,2018-10-07 16:39:32.429355+00
7980,165,2018-10-07 16:39:55.211042+00
7981,512,2018-10-07 16:39:58.129632+00
7982,302,2018-10-07 16:39:59.045417+00
7983,931,2018-10-07 16:40:23.814843+00
7984,483,2018-10-07 16:41:16.967876+00
7985,72,2018-10-07 16:41:19.92052+00
7986,107,2018-10-07 16:41:25.704024+00
7987,637,2018-10-07 16:41:29.353911+00
7988,243,2018-10-07 16:41:32.412424+00
7989,849,2018-10-07 16:41:37.628405+00
7990,865,2018-10-07 16:41:51.409305+00
7991,525,2018-10-07 16:42:46.761684+00
7992,863,2018-10-07 16:43:17.297595+00
7993,989,2018-10-07 16:43:23.917959+00
7994,926,2018-10-07 16:44:03.235008+00
7995,36,2018-10-07 16:44:19.584836+00
7996,888,2018-10-07 16:44:19.606597+00
7997,781,2018-10-07 16:44:27.961044+00
7998,535,2018-10-07 16:44:31.325371+00
7999,98,2018-10-07 16:45:02.581482+00
8000,862,2018-10-07 16:45:03.111885+00
8001,137,2018-10-07 16:45:23.99291+00
8002,128,2018-10-07 16:45:24.978491+00
8003,948,2018-10-07 16:45:29.805243+00
8004,644,2018-10-07 16:45:49.982907+00
8005,633,2018-10-07 16:45:57.284484+00
8006,233,2018-10-07 16:46:19.904152+00
8007,210,2018-10-07 16:46:55.037936+00
8008,422,2018-10-07 16:47:04.90665+00
8009,670,2018-10-07 16:47:18.124575+00
8010,504,2018-10-07 16:47:19.376147+00
8011,37,2018-10-07 16:47:20.31838+00
8012,931,2018-10-07 16:47:23.232046+00
8013,271,2018-10-07 16:47:29.586449+00
8014,224,2018-10-07 16:47:46.894206+00
8015,183,2018-10-07 16:48:17.850329+00
8016,255,2018-10-07 16:48:52.343118+00
8017,977,2018-10-07 16:49:12.535852+00
8018,249,2018-10-07 16:49:31.752884+00
8019,183,2018-10-07 16:49:53.323289+00
8020,285,2018-10-07 16:50:36.946623+00
8021,488,2018-10-07 16:50:40.243144+00
8022,201,2018-10-07 16:51:39.171089+00
8023,407,2018-10-07 16:51:41.065484+00
8024,614,2018-10-07 16:52:28.80437+00
8025,475,2018-10-07 16:52:42.718579+00
8026,794,2018-10-07 16:52:42.961029+00
8027,45,2018-10-07 16:52:46.668613+00
8028,474,2018-10-07 16:52:56.637012+00
8029,368,2018-10-07 16:53:45.806118+00
8030,163,2018-10-07 16:53:55.554966+00
8031,906,2018-10-07 16:54:01.557194+00
8032,659,2018-10-07 16:54:20.695589+00
8033,235,2018-10-07 16:55:07.107094+00
8034,267,2018-10-07 16:55:16.566265+00
8035,42,2018-10-07 16:55:23.3028+00
8036,266,2018-10-07 16:55:24.392458+00
8037,656,2018-10-07 16:55:58.188504+00
8038,469,2018-10-07 16:56:26.421503+00
8039,924,2018-10-07 16:56:30.619845+00
8040,384,2018-10-07 16:56:47.43192+00
8041,942,2018-10-07 16:56:52.040981+00
8042,588,2018-10-07 16:57:47.493053+00
8043,911,2018-10-07 16:58:17.519723+00
8044,550,2018-10-07 16:58:26.863397+00
8045,290,2018-10-07 16:58:59.927357+00
8046,79,2018-10-07 16:59:02.410462+00
8047,696,2018-10-07 17:00:23.348293+00
8048,810,2018-10-07 17:00:45.306789+00
8049,576,2018-10-07 17:00:58.963293+00
8050,115,2018-10-07 17:01:18.801082+00
8051,451,2018-10-07 17:01:33.12258+00
8052,178,2018-10-07 17:01:33.642164+00
8053,739,2018-10-07 17:01:53.223612+00
8054,932,2018-10-07 17:02:03.277153+00
8055,251,2018-10-07 17:02:03.678946+00
8056,896,2018-10-07 17:02:19.294195+00
8057,680,2018-10-07 17:02:24.690521+00
8058,462,2018-10-07 17:03:10.664494+00
8059,552,2018-10-07 17:03:13.762859+00
8060,596,2018-10-07 17:04:06.215435+00
8061,795,2018-10-07 17:04:31.582645+00
8062,80,2018-10-07 17:04:47.199163+00
8063,710,2018-10-07 17:04:53.53737+00
8064,598,2018-10-07 17:05:16.26972+00
8065,335,2018-10-07 17:05:20.937716+00
8066,45,2018-10-07 17:05:43.896256+00
8067,337,2018-10-07 17:06:36.665856+00
8068,139,2018-10-07 17:06:40.260229+00
8069,18,2018-10-07 17:06:42.252237+00
8070,906,2018-10-07 17:06:43.037371+00
8071,282,2018-10-07 17:06:46.776096+00
8072,854,2018-10-07 17:07:21.390429+00
8073,411,2018-10-07 17:07:24.38921+00
8074,274,2018-10-07 17:07:48.943999+00
8075,640,2018-10-07 17:08:18.376073+00
8076,232,2018-10-07 17:08:18.732705+00
8077,997,2018-10-07 17:08:36.401478+00
8078,852,2018-10-07 17:09:00.951798+00
8079,120,2018-10-07 17:09:07.380031+00
8080,742,2018-10-07 17:09:39.523943+00
8081,741,2018-10-07 17:10:15.094615+00
8082,261,2018-10-07 17:10:29.199674+00
8083,657,2018-10-07 17:10:35.570662+00
8084,518,2018-10-07 17:10:52.380316+00
8085,770,2018-10-07 17:11:18.15805+00
8086,67,2018-10-07 17:11:31.330689+00
8087,3,2018-10-07 17:11:58.756983+00
8088,442,2018-10-07 17:12:09.38847+00
8089,946,2018-10-07 17:12:24.421577+00
8090,364,2018-10-07 17:12:59.901542+00
8091,642,2018-10-07 17:13:13.396444+00
8092,153,2018-10-07 17:13:18.045754+00
8093,647,2018-10-07 17:13:22.528263+00
8094,534,2018-10-07 17:14:12.135141+00
8095,828,2018-10-07 17:14:18.914691+00
8096,142,2018-10-07 17:14:45.299145+00
8097,50,2018-10-07 17:14:59.607833+00
8098,18,2018-10-07 17:15:13.746272+00
8099,331,2018-10-07 17:15:21.131012+00
8100,248,2018-10-07 17:15:38.477122+00
8101,872,2018-10-07 17:15:48.071751+00
8102,713,2018-10-07 17:16:13.653011+00
8103,210,2018-10-07 17:16:13.695767+00
8104,436,2018-10-07 17:17:01.268423+00
8105,488,2018-10-07 17:17:28.129924+00
8106,308,2018-10-07 17:17:31.494234+00
8107,865,2018-10-07 17:17:58.43069+00
8108,427,2018-10-07 17:18:03.535515+00
8109,301,2018-10-07 17:18:25.576893+00
8110,114,2018-10-07 17:18:40.782276+00
8111,710,2018-10-07 17:18:50.675599+00
8112,210,2018-10-07 17:18:58.086184+00
8113,836,2018-10-07 17:19:12.999359+00
8114,527,2018-10-07 17:19:15.214254+00
8115,690,2018-10-07 17:19:47.328736+00
8116,853,2018-10-07 17:19:48.068818+00
8117,945,2018-10-07 17:19:58.460363+00
8118,854,2018-10-07 17:20:23.670894+00
8119,18,2018-10-07 17:20:46.430527+00
8120,374,2018-10-07 17:21:04.365537+00
8121,576,2018-10-07 17:21:09.539581+00
8122,329,2018-10-07 17:21:24.550069+00
8123,611,2018-10-07 17:21:44.631837+00
8124,152,2018-10-07 17:22:11.363234+00
8125,177,2018-10-07 17:22:15.289993+00
8126,698,2018-10-07 17:22:37.854056+00
8127,720,2018-10-07 17:23:08.503004+00
8128,90,2018-10-07 17:23:43.626773+00
8129,730,2018-10-07 17:23:45.378856+00
8130,600,2018-10-07 17:24:23.369772+00
8131,732,2018-10-07 17:24:42.302818+00
8132,226,2018-10-07 17:24:43.347205+00
8133,624,2018-10-07 17:25:14.899642+00
8134,581,2018-10-07 17:25:50.966222+00
8135,511,2018-10-07 17:26:18.439222+00
8136,405,2018-10-07 17:26:24.022266+00
8137,524,2018-10-07 17:26:29.627979+00
8138,321,2018-10-07 17:26:42.733382+00
8139,264,2018-10-07 17:27:25.365015+00
8140,77,2018-10-07 17:27:49.238097+00
8141,615,2018-10-07 17:28:06.721739+00
8142,807,2018-10-07 17:28:12.674364+00
8143,791,2018-10-07 17:28:21.289384+00
8144,324,2018-10-07 17:28:41.899427+00
8145,171,2018-10-07 17:28:51.275559+00
8146,650,2018-10-07 17:29:30.146603+00
8147,411,2018-10-07 17:29:36.156406+00
8148,473,2018-10-07 17:30:31.901803+00
8149,652,2018-10-07 17:30:45.938395+00
8150,742,2018-10-07 17:31:00.08418+00
8151,314,2018-10-07 17:31:08.124726+00
8152,183,2018-10-07 17:31:12.022259+00
8153,5,2018-10-07 17:31:24.657998+00
8154,213,2018-10-07 17:31:28.031282+00
8155,25,2018-10-07 17:31:42.871577+00
8156,559,2018-10-07 17:32:11.11897+00
8157,891,2018-10-07 17:32:54.806344+00
8158,169,2018-10-07 17:32:58.013457+00
8159,853,2018-10-07 17:33:12.335975+00
8160,976,2018-10-07 17:33:24.793205+00
8161,460,2018-10-07 17:33:25.659588+00
8162,327,2018-10-07 17:33:39.714763+00
8163,699,2018-10-07 17:34:01.211511+00
8164,757,2018-10-07 17:35:21.134576+00
8165,414,2018-10-07 17:35:23.385586+00
8166,584,2018-10-07 17:35:32.506329+00
8167,992,2018-10-07 17:35:40.706154+00
8168,574,2018-10-07 17:35:41.353225+00
8169,210,2018-10-07 17:36:27.264921+00
8170,325,2018-10-07 17:36:31.906384+00
8171,171,2018-10-07 17:36:33.830326+00
8172,636,2018-10-07 17:37:24.713919+00
8173,213,2018-10-07 17:37:38.494939+00
8174,624,2018-10-07 17:37:42.536923+00
8175,602,2018-10-07 17:38:06.623343+00
8176,954,2018-10-07 17:38:19.96277+00
8177,70,2018-10-07 17:38:31.820646+00
8178,93,2018-10-07 17:38:41.907181+00
8179,878,2018-10-07 17:39:22.446202+00
8180,629,2018-10-07 17:39:36.460439+00
8181,624,2018-10-07 17:39:58.069061+00
8182,830,2018-10-07 17:40:08.756757+00
8183,804,2018-10-07 17:40:18.4904+00
8184,449,2018-10-07 17:40:58.916675+00
8185,26,2018-10-07 17:41:08.449957+00
8186,49,2018-10-07 17:41:09.81037+00
8187,63,2018-10-07 17:41:24.391649+00
8188,239,2018-10-07 17:41:51.29855+00
8189,141,2018-10-07 17:41:59.387509+00
8190,959,2018-10-07 17:42:44.239366+00
8191,753,2018-10-07 17:42:59.047561+00
8192,427,2018-10-07 17:42:59.756153+00
8193,921,2018-10-07 17:43:20.14957+00
8194,969,2018-10-07 17:44:00.772097+00
8195,469,2018-10-07 17:44:11.310981+00
8196,947,2018-10-07 17:44:22.177964+00
8197,666,2018-10-07 17:44:45.230622+00
8198,967,2018-10-07 17:44:45.603974+00
8199,399,2018-10-07 17:45:08.607204+00
8200,614,2018-10-07 17:45:26.715778+00
8201,39,2018-10-07 17:45:29.473571+00
8202,454,2018-10-07 17:45:40.493625+00
8203,261,2018-10-07 17:45:57.341233+00
8204,516,2018-10-07 17:46:27.682936+00
8205,815,2018-10-07 17:46:28.441018+00
8206,463,2018-10-07 17:46:38.682985+00
8207,112,2018-10-07 17:46:40.407546+00
8208,117,2018-10-07 17:47:18.16684+00
8209,148,2018-10-07 17:48:00.478177+00
8210,419,2018-10-07 17:48:02.411981+00
8211,704,2018-10-07 17:48:32.543891+00
8212,489,2018-10-07 17:48:34.308094+00
8213,516,2018-10-07 17:48:56.322782+00
8214,776,2018-10-07 17:49:57.843485+00
8215,570,2018-10-07 17:50:01.118212+00
8216,834,2018-10-07 17:50:10.414483+00
8217,235,2018-10-07 17:50:41.881441+00
8218,362,2018-10-07 17:50:51.376074+00
8219,268,2018-10-07 17:52:00.364147+00
8220,930,2018-10-07 17:52:28.126402+00
8221,120,2018-10-07 17:52:34.231413+00
8222,903,2018-10-07 17:52:41.887909+00
8223,587,2018-10-07 17:53:07.486456+00
8224,800,2018-10-07 17:53:24.465097+00
8225,189,2018-10-07 17:53:34.923283+00
8226,658,2018-10-07 17:53:38.085167+00
8227,324,2018-10-07 17:53:56.682868+00
8228,608,2018-10-07 17:54:16.449875+00
8229,301,2018-10-07 17:54:35.744402+00
8230,958,2018-10-07 17:54:43.437897+00
8231,105,2018-10-07 17:55:08.700138+00
8232,882,2018-10-07 17:56:00.84744+00
8233,271,2018-10-07 17:56:27.382012+00
8234,845,2018-10-07 17:56:30.368116+00
8235,11,2018-10-07 17:56:48.206552+00
8236,330,2018-10-07 17:57:03.908357+00
8237,357,2018-10-07 17:57:51.601381+00
8238,863,2018-10-07 17:58:06.923879+00
8239,584,2018-10-07 17:58:19.838842+00
8240,153,2018-10-07 17:58:53.535671+00
8241,14,2018-10-07 17:59:21.657764+00
8242,121,2018-10-07 17:59:57.906676+00
8243,482,2018-10-07 18:00:02.558912+00
8244,809,2018-10-07 18:00:05.639655+00
8245,447,2018-10-07 18:00:30.363745+00
8246,872,2018-10-07 18:00:49.650605+00
8247,13,2018-10-07 18:00:49.695693+00
8248,964,2018-10-07 18:00:53.595961+00
8249,122,2018-10-07 18:01:16.149704+00
8250,877,2018-10-07 18:01:42.956084+00
8251,404,2018-10-07 18:02:08.255011+00
8252,72,2018-10-07 18:02:37.77194+00
8253,987,2018-10-07 18:03:13.736535+00
8254,945,2018-10-07 18:03:19.207687+00
8255,39,2018-10-07 18:03:29.151339+00
8256,66,2018-10-07 18:03:55.651868+00
8257,426,2018-10-07 18:04:54.290539+00
8258,852,2018-10-07 18:05:01.212279+00
8259,161,2018-10-07 18:05:09.60483+00
8260,395,2018-10-07 18:05:29.614638+00
8261,284,2018-10-07 18:05:39.310519+00
8262,592,2018-10-07 18:05:47.285242+00
8263,858,2018-10-07 18:05:53.586979+00
8264,574,2018-10-07 18:06:21.670131+00
8265,508,2018-10-07 18:06:35.693788+00
8266,214,2018-10-07 18:06:38.626858+00
8267,63,2018-10-07 18:06:41.425723+00
8268,781,2018-10-07 18:06:53.787915+00
8269,751,2018-10-07 18:07:27.431576+00
8270,973,2018-10-07 18:07:41.065479+00
8271,535,2018-10-07 18:07:53.45901+00
8272,696,2018-10-07 18:08:02.423159+00
8273,171,2018-10-07 18:08:16.888699+00
8274,253,2018-10-07 18:08:37.257223+00
8275,146,2018-10-07 18:08:57.604629+00
8276,591,2018-10-07 18:09:06.716648+00
8277,88,2018-10-07 18:09:37.156401+00
8278,608,2018-10-07 18:09:42.405979+00
8279,414,2018-10-07 18:09:47.775452+00
8280,307,2018-10-07 18:10:07.279643+00
8281,392,2018-10-07 18:10:09.007143+00
8282,212,2018-10-07 18:10:29.702385+00
8283,442,2018-10-07 18:10:37.13304+00
8284,990,2018-10-07 18:10:50.759505+00
8285,891,2018-10-07 18:11:34.034137+00
8286,645,2018-10-07 18:12:01.782097+00
8287,473,2018-10-07 18:12:22.965965+00
8288,105,2018-10-07 18:12:24.930899+00
8289,266,2018-10-07 18:12:29.107451+00
8290,699,2018-10-07 18:13:09.325404+00
8291,846,2018-10-07 18:13:20.038264+00
8292,762,2018-10-07 18:13:21.225474+00
8293,679,2018-10-07 18:13:45.088823+00
8294,543,2018-10-07 18:13:46.422797+00
8295,412,2018-10-07 18:14:06.605971+00
8296,612,2018-10-07 18:14:26.352031+00
8297,567,2018-10-07 18:14:44.633223+00
8298,638,2018-10-07 18:15:22.045561+00
8299,149,2018-10-07 18:15:37.491458+00
8300,891,2018-10-07 18:15:49.285821+00
8301,925,2018-10-07 18:15:53.578726+00
8302,667,2018-10-07 18:16:12.351271+00
8303,450,2018-10-07 18:16:14.057795+00
8304,548,2018-10-07 18:16:20.704644+00
8305,33,2018-10-07 18:16:45.914217+00
8306,767,2018-10-07 18:16:53.523142+00
8307,298,2018-10-07 18:17:30.170699+00
8308,596,2018-10-07 18:18:02.337987+00
8309,134,2018-10-07 18:18:17.830428+00
8310,781,2018-10-07 18:18:32.933758+00
8311,276,2018-10-07 18:18:57.222077+00
8312,659,2018-10-07 18:19:19.333441+00
8313,82,2018-10-07 18:19:20.268341+00
8314,386,2018-10-07 18:19:36.923803+00
8315,345,2018-10-07 18:20:23.572999+00
8316,878,2018-10-07 18:20:27.099397+00
8317,96,2018-10-07 18:20:32.423647+00
8318,352,2018-10-07 18:20:57.329521+00
8319,465,2018-10-07 18:21:03.570885+00
8320,852,2018-10-07 18:21:14.399147+00
8321,780,2018-10-07 18:21:52.420866+00
8322,872,2018-10-07 18:21:58.482623+00
8323,338,2018-10-07 18:22:10.902165+00
8324,97,2018-10-07 18:23:47.19605+00
8325,740,2018-10-07 18:23:47.479665+00
8326,310,2018-10-07 18:23:47.869617+00
8327,996,2018-10-07 18:24:10.092405+00
8328,131,2018-10-07 18:24:20.290924+00
8329,551,2018-10-07 18:24:28.584251+00
8330,567,2018-10-07 18:24:35.323728+00
8331,912,2018-10-07 18:24:56.88388+00
8332,404,2018-10-07 18:25:11.187747+00
8333,501,2018-10-07 18:25:13.156208+00
8334,169,2018-10-07 18:25:28.362172+00
8335,820,2018-10-07 18:25:37.870086+00
8336,457,2018-10-07 18:25:50.329301+00
8337,814,2018-10-07 18:25:58.795038+00
8338,981,2018-10-07 18:26:46.362086+00
8339,375,2018-10-07 18:26:58.961549+00
8340,493,2018-10-07 18:27:53.088394+00
8341,906,2018-10-07 18:27:54.193825+00
8342,721,2018-10-07 18:28:21.525689+00
8343,791,2018-10-07 18:29:00.968705+00
8344,265,2018-10-07 18:29:33.429506+00
8345,536,2018-10-07 18:29:46.079427+00
8346,581,2018-10-07 18:29:51.627834+00
8347,341,2018-10-07 18:29:59.409292+00
8348,290,2018-10-07 18:30:23.211782+00
8349,909,2018-10-07 18:30:43.194226+00
8350,727,2018-10-07 18:31:00.530249+00
8351,769,2018-10-07 18:31:06.347124+00
8352,876,2018-10-07 18:31:08.051727+00
8353,503,2018-10-07 18:31:24.415718+00
8354,373,2018-10-07 18:31:34.572907+00
8355,134,2018-10-07 18:32:13.468781+00
8356,658,2018-10-07 18:32:17.036686+00
8357,402,2018-10-07 18:32:28.387901+00
8358,909,2018-10-07 18:32:35.469584+00
8359,302,2018-10-07 18:33:03.173293+00
8360,642,2018-10-07 18:33:20.668552+00
8361,679,2018-10-07 18:33:33.289642+00
8362,727,2018-10-07 18:33:52.684157+00
8363,162,2018-10-07 18:34:17.094167+00
8364,976,2018-10-07 18:34:18.520638+00
8365,200,2018-10-07 18:34:42.438858+00
8366,209,2018-10-07 18:34:43.978999+00
8367,672,2018-10-07 18:35:08.102839+00
8368,575,2018-10-07 18:35:33.736982+00
8369,913,2018-10-07 18:36:07.05807+00
8370,802,2018-10-07 18:36:19.257851+00
8371,663,2018-10-07 18:37:06.448981+00
8372,643,2018-10-07 18:37:12.348372+00
8373,550,2018-10-07 18:38:08.969981+00
8374,523,2018-10-07 18:38:13.989672+00
8375,485,2018-10-07 18:38:36.852369+00
8376,875,2018-10-07 18:38:40.167749+00
8377,443,2018-10-07 18:39:12.621183+00
8378,583,2018-10-07 18:39:23.922312+00
8379,560,2018-10-07 18:39:34.017754+00
8380,867,2018-10-07 18:39:44.832557+00
8381,331,2018-10-07 18:39:58.480174+00
8382,820,2018-10-07 18:40:09.142105+00
8383,92,2018-10-07 18:40:55.375855+00
8384,779,2018-10-07 18:40:56.361432+00
8385,271,2018-10-07 18:41:04.906222+00
8386,610,2018-10-07 18:41:10.158947+00
8387,661,2018-10-07 18:41:15.436769+00
8388,320,2018-10-07 18:41:23.600071+00
8389,47,2018-10-07 18:41:27.751185+00
8390,531,2018-10-07 18:41:36.555852+00
8391,333,2018-10-07 18:41:59.611101+00
8392,803,2018-10-07 18:42:26.988909+00
8393,692,2018-10-07 18:42:56.022724+00
8394,724,2018-10-07 18:43:23.019924+00
8395,688,2018-10-07 18:43:55.012498+00
8396,814,2018-10-07 18:43:56.066928+00
8397,92,2018-10-07 18:44:09.414131+00
