lid,oid,pid,quantity
13718,8160,631,1
13719,8161,490,1
13720,8162,778,1
13721,8162,45,1
13722,8163,787,1
13723,8164,401,1
13724,8164,261,1
13725,8165,349,1
13726,8166,698,1
13727,8167,630,1
13728,8168,632,1
13729,8168,714,1
13730,8168,707,1
13731,8168,303,1
13732,8169,375,2
13733,8170,464,1
13734,8171,526,1
13735,8172,118,3
13736,8173,471,1
13737,8174,186,1
13738,8175,312,1
13739,8175,573,7
13740,8175,301,1
13741,8176,58,1
13742,8177,387,2
13743,8178,59,2
13744,8178,715,2
13745,8178,262,2
13746,8178,630,1
13747,8179,345,2
13748,8180,540,1
13749,8181,643,1
13750,8182,458,5
13751,8182,533,2
13752,8183,512,2
13753,8184,452,4
13754,8184,277,1
13755,8184,199,6
13756,8185,794,1
13757,8185,379,2
13758,8185,302,1
13759,8186,569,1
13760,8187,87,1
13761,8188,159,2
13762,8189,560,1
13763,8190,60,1
13764,8191,175,1
13765,8192,221,1
13766,8192,149,1
13767,8192,501,1
13768,8193,679,1
13769,8194,520,1
13770,8194,153,2
13771,8195,542,2
13772,8196,373,1
13773,8197,657,1
13774,8198,348,1
13775,8198,156,3
13776,8199,131,1
13777,8200,15,2
13778,8201,604,2
13779,8202,756,1
13780,8203,505,1
13781,8204,652,1
13782,8205,539,1
13783,8206,107,2
13784,8206,44,2
13785,8206,493,1
13786,8206,685,3
13787,8206,84,3
13788,8206,505,1
13789,8206,479,3
13790,8207,92,1
13791,8207,783,3
13792,8208,482,7
13793,8209,139,1
13794,8210,722,2
13795,8210,668,2
13796,8210,110,1
13797,8211,148,1
13798,8212,319,1
13799,8213,784,13
13800,8214,305,1
13801,8214,364,4
13802,8214,284,1
13803,8215,762,6
13804,8216,484,1
13805,8217,576,2
13806,8218,642,1
13807,8218,627,1
13808,8218,204,4
13809,8219,384,1
13810,8219,57,1
13811,8219,65,2
13812,8220,596,2
13813,8221,665,1
13814,8221,690,1
13815,8222,7,2
13816,8222,383,1
13817,8222,367,1
13818,8223,513,2
13819,8223,677,4
13820,8223,615,1
13821,8223,556,2
13822,8223,281,3
13823,8223,153,4
13824,8224,169,1
13825,8225,178,1
13826,8226,554,1
13827,8226,206,2
13828,8227,561,3
13829,8227,3,1
13830,8227,149,1
13831,8228,25,1
13832,8229,98,1
13833,8230,76,1
13834,8231,777,1
13835,8231,258,3
13836,8231,357,3
13837,8232,247,2
13838,8233,481,2
13839,8234,403,1
13840,8234,443,1
13841,8235,781,1
13842,8236,706,1
13843,8236,308,1
13844,8236,418,1
13845,8237,433,3
13846,8237,527,1
13847,8238,393,1
13848,8238,121,3
13849,8238,653,1
13850,8238,679,1
13851,8239,565,2
13852,8240,312,1
13853,8240,229,2
13854,8241,134,3
13855,8242,275,1
13856,8243,288,2
13857,8243,466,1
13858,8244,230,2
13859,8244,703,1
13860,8245,477,1
13861,8246,347,1
13862,8246,15,3
13863,8247,489,1
13864,8247,132,1
13865,8248,487,1
13866,8248,711,1
13867,8248,438,1
13868,8248,719,1
13869,8249,440,1
13870,8250,752,1
13871,8250,731,5
13872,8251,607,1
13873,8252,715,1
13874,8252,748,1
13875,8252,373,3
13876,8253,594,2
13877,8253,579,2
13878,8254,757,2
13879,8255,469,4
13880,8255,277,2
13881,8256,24,1
13882,8257,480,1
13883,8258,673,1
13884,8259,746,1
13885,8260,11,2
13886,8260,519,1
13887,8260,658,1
13888,8260,423,1
13889,8260,31,1
13890,8261,484,1
13891,8262,197,2
13892,8263,8,3
13893,8263,526,1
13894,8264,458,2
13895,8265,100,1
13896,8266,18,4
13897,8267,447,1
13898,8268,224,1
13899,8269,286,1
13900,8270,259,1
13901,8270,502,2
13902,8271,585,1
13903,8272,726,1
13904,8273,17,1
13905,8274,684,1
13906,8274,534,1
13907,8275,122,3
13908,8276,27,1
13909,8276,645,1
13910,8277,411,1
13911,8278,665,1
13912,8279,165,1
13913,8280,274,1
13914,8281,13,1
13915,8282,476,2
13916,8283,616,1
13917,8284,107,2
13918,8285,736,1
13919,8285,121,1
13920,8286,265,1
13921,8287,697,1
13922,8287,178,1
13923,8288,774,2
13924,8289,536,1
13925,8290,672,1
13926,8290,242,1
13927,8290,756,2
13928,8290,86,1
13929,8291,50,1
13930,8292,104,1
13931,8292,262,2
13932,8292,191,1
13933,8293,76,2
13934,8293,666,1
13935,8293,636,1
13936,8294,747,2
13937,8295,179,2
13938,8295,701,1
13939,8296,782,1
13940,8297,127,1
13941,8298,191,4
13942,8299,371,2
13943,8300,197,1
13944,8300,22,7
13945,8301,326,1
13946,8302,296,1
13947,8303,468,1
13948,8303,683,1
13949,8303,620,1
13950,8304,788,1
13951,8305,517,1
13952,8306,602,2
13953,8306,708,1
13954,8306,534,1
13955,8306,118,3
13956,8307,5,2
13957,8308,737,2
13958,8308,62,1
13959,8309,25,1
13960,8309,630,3
13961,8310,389,2
13962,8311,490,1
13963,8312,611,3
13964,8313,664,1
13965,8314,145,1
13966,8314,287,1
13967,8315,590,1
13968,8316,602,1
13969,8317,418,2
13970,8317,525,1
13971,8317,741,1
13972,8318,443,2
13973,8318,349,1
13974,8318,462,2
13975,8319,349,7
13976,8319,310,1
13977,8320,461,1
13978,8321,727,1
13979,8322,301,1
13980,8323,661,1
13981,8324,464,2
13982,8324,490,5
13983,8325,466,1
13984,8325,259,1
13985,8325,538,1
13986,8325,254,1
13987,8325,511,1
13988,8326,233,2
13989,8327,525,1
13990,8327,263,3
13991,8328,641,2
13992,8328,329,1
13993,8329,512,2
13994,8330,697,1
13995,8330,35,1
13996,8330,513,1
13997,8331,448,1
13998,8332,386,1
13999,8333,328,2
14000,8334,434,1
14001,8335,433,1
14002,8335,53,1
14003,8336,440,1
14004,8336,239,3
14005,8336,774,1
14006,8336,15,1
14007,8337,386,1
14008,8338,625,3
14009,8339,676,1
14010,8340,407,1
14011,8340,783,2
14012,8341,770,1
14013,8341,556,2
14014,8342,584,1
14015,8342,652,3
14016,8342,399,1
14017,8342,53,2
14018,8342,152,2
14019,8342,699,1
14020,8343,516,1
14021,8343,14,1
14022,8344,404,1
14023,8344,580,2
14024,8345,13,1
14025,8346,212,1
14026,8347,627,1
14027,8348,532,4
14028,8349,647,1
14029,8350,709,2
14030,8351,188,1
14031,8352,474,1
14032,8353,192,1
14033,8354,736,3
14034,8354,293,1
14035,8354,540,1
14036,8354,716,1
14037,8354,691,1
14038,8354,213,3
14039,8354,185,1
14040,8354,249,1
14041,8354,476,1
14042,8354,127,1
14043,8355,126,1
14044,8356,378,1
14045,8357,371,4
14046,8358,307,1
14047,8359,452,1
14048,8360,273,1
14049,8360,658,1
14050,8360,756,2
14051,8360,117,1
14052,8360,349,2
14053,8361,794,3
14054,8361,412,1
14055,8362,85,2
14056,8362,734,1
14057,8363,305,1
14058,8363,148,1
14059,8363,447,1
14060,8364,752,1
14061,8365,693,1
14062,8366,3,1
14063,8367,224,1
14064,8367,228,1
14065,8368,699,1
14066,8368,580,1
14067,8369,487,1
14068,8370,443,4
14069,8371,562,1
14070,8371,535,1
14071,8372,148,1
14072,8373,490,1
14073,8373,436,1
14074,8373,15,2
14075,8374,698,3
14076,8375,194,2
14077,8375,139,5
14078,8375,523,3
14079,8375,724,1
14080,8375,214,1
14081,8375,764,1
14082,8375,350,1
14083,8375,255,1
14084,8376,44,1
14085,8377,680,1
14086,8378,584,1
14087,8378,448,1
14088,8378,625,1
14089,8379,372,1
14090,8380,177,1
14091,8381,416,2
14092,8382,228,4
14093,8382,15,1
14094,8383,779,2
14095,8383,605,1
14096,8384,703,1
14097,8385,396,1
14098,8386,108,1
14099,8387,116,1
14100,8387,78,1
14101,8387,567,1
14102,8388,697,3
14103,8388,494,1
14104,8389,478,1
14105,8390,652,1
14106,8391,467,1
14107,8392,631,5
14108,8393,560,2
14109,8394,77,2
14110,8394,45,1
14111,8395,482,1
14112,8395,690,1
14113,8396,91,1
14114,8397,340,1
14115,8397,172,1
14116,8398,322,1
14117,8399,473,1
14118,8400,310,1
14119,8400,495,3
14120,8401,137,1
14121,8401,498,4
14122,8401,286,9
14123,8401,15,1
14124,8402,220,3
14125,8403,785,1
14126,8403,182,5
14127,8404,517,2
14128,8405,496,2
14129,8405,468,1
14130,8406,22,2
14131,8407,529,1
14132,8407,101,1
14133,8408,735,2
14134,8409,747,2
14135,8410,66,1
14136,8411,145,1
14137,8412,536,1
14138,8412,356,1
14139,8413,720,1
14140,8413,313,2
14141,8414,156,2
14142,8415,444,3
14143,8416,46,1
14144,8417,86,1
14145,8418,452,2
14146,8419,364,1
14147,8419,198,1
14148,8419,487,1
14149,8420,723,1
14150,8420,68,2
14151,8421,456,1
14152,8421,481,1
14153,8421,310,1
14154,8422,759,1
14155,8423,441,1
14156,8423,42,1
14157,8424,715,8
14158,8425,505,1
14159,8425,771,2
14160,8426,272,1
14161,8426,433,1
14162,8427,304,1
14163,8427,492,1
14164,8428,525,1
14165,8429,434,1
14166,8429,571,1
14167,8430,528,1
14168,8430,419,1
14169,8431,43,1
14170,8432,755,5
14171,8433,190,1
14172,8434,492,1
14173,8435,545,1
14174,8436,673,4
14175,8437,256,2
14176,8438,639,1
14177,8439,380,2
14178,8440,636,2
14179,8440,189,1
14180,8441,359,1
14181,8442,785,2
14182,8442,301,2
14183,8442,193,1
14184,8443,649,1
14185,8444,531,10
14186,8444,52,2
14187,8444,437,1
14188,8445,660,1
14189,8445,166,1
14190,8446,340,1
14191,8447,520,5
14192,8448,425,1
14193,8448,291,1
14194,8448,351,1
14195,8449,121,2
14196,8449,773,1
14197,8450,253,2
14198,8450,143,2
14199,8451,704,2
14200,8451,601,2
14201,8451,49,1
14202,8452,543,3
14203,8453,524,2
14204,8454,616,2
14205,8454,295,2
14206,8455,169,2
14207,8455,115,2
14208,8456,83,2
14209,8457,93,1
14210,8457,278,3
14211,8458,458,1
14212,8458,148,2
14213,8459,669,1
14214,8460,629,1
14215,8461,65,1
14216,8462,256,1
14217,8463,592,3
14218,8464,456,1
14219,8464,269,1
14220,8465,565,1
14221,8466,104,1
14222,8466,784,1
14223,8466,19,1
14224,8467,236,1
14225,8467,282,1
14226,8467,364,2
14227,8467,418,4
14228,8468,450,16
14229,8468,91,1
14230,8469,465,2
14231,8469,693,2
14232,8470,169,1
14233,8470,643,1
14234,8470,132,1
14235,8470,341,1
14236,8471,399,4
14237,8471,7,4
14238,8472,510,1
14239,8473,321,1
14240,8473,756,1
14241,8474,312,1
14242,8474,458,2
14243,8475,268,4
14244,8475,749,1
14245,8475,478,1
14246,8475,95,1
14247,8476,455,1
14248,8477,354,1
14249,8477,334,1
14250,8478,393,1
14251,8479,323,1
14252,8479,495,1
14253,8480,215,1
14254,8480,743,1
14255,8481,777,2
14256,8481,588,1
14257,8482,705,1
14258,8482,26,2
14259,8483,468,2
14260,8484,384,1
14261,8484,75,1
14262,8484,764,1
14263,8485,769,1
14264,8486,232,1
14265,8487,13,1
14266,8488,736,1
14267,8488,204,1
14268,8488,18,1
14269,8488,484,1
14270,8489,475,2
14271,8489,459,1
14272,8490,388,1
14273,8491,33,1
14274,8491,242,1
14275,8492,26,1
14276,8492,28,1
14277,8493,332,1
14278,8493,14,1
14279,8494,668,1
14280,8494,130,1
14281,8494,79,1
14282,8494,772,3
14283,8494,263,1
14284,8495,164,1
14285,8496,443,1
14286,8496,22,1
14287,8496,79,2
14288,8497,33,2
14289,8497,379,1
14290,8497,430,1
14291,8497,543,1
14292,8498,148,1
14293,8498,366,1
14294,8499,352,1
14295,8499,753,1
14296,8499,366,2
14297,8500,441,3
14298,8500,714,1
14299,8500,733,2
14300,8500,47,1
14301,8501,705,1
14302,8501,596,1
14303,8502,721,1
14304,8502,267,2
14305,8502,429,1
14306,8502,182,1
14307,8502,735,1
14308,8503,767,1
14309,8504,410,2
14310,8505,322,1
14311,8505,71,2
14312,8506,244,2
14313,8506,759,3
14314,8507,421,1
14315,8508,765,3
14316,8508,190,1
14317,8509,723,1
14318,8510,22,5
14319,8511,427,3
14320,8512,619,4
14321,8513,294,2
14322,8513,230,2
14323,8513,5,1
14324,8514,259,1
14325,8514,532,2
14326,8514,749,1
14327,8515,496,1
14328,8516,546,1
14329,8517,258,1
14330,8517,604,1
14331,8517,134,1
14332,8518,374,1
14333,8519,504,1
14334,8520,114,1
14335,8520,741,1
14336,8521,605,4
14337,8522,275,1
14338,8522,750,1
14339,8523,469,1
14340,8524,272,1
14341,8524,485,1
14342,8525,481,1
14343,8526,299,1
14344,8526,263,1
14345,8527,407,2
14346,8528,650,1
14347,8528,543,1
14348,8529,599,1
14349,8530,464,1
14350,8530,217,1
14351,8531,397,8
14352,8531,590,1
14353,8532,146,1
14354,8533,639,3
14355,8534,669,1
14356,8535,778,2
14357,8535,726,3
14358,8535,583,1
14359,8536,101,1
14360,8537,164,2
14361,8538,292,1
14362,8538,596,1
14363,8539,360,1
14364,8540,412,1
14365,8541,334,1
14366,8542,32,1
14367,8542,226,1
14368,8542,774,2
14369,8543,510,1
14370,8544,278,1
14371,8545,684,1
14372,8546,554,1
14373,8546,19,2
14374,8547,561,5
14375,8548,454,1
14376,8549,265,1
14377,8550,452,1
14378,8551,48,1
14379,8551,191,1
14380,8552,172,1
14381,8553,333,1
14382,8553,454,1
14383,8554,266,1
14384,8555,10,1
14385,8556,357,1
14386,8557,299,1
14387,8557,68,2
14388,8557,22,2
14389,8558,418,1
14390,8558,98,1
14391,8558,661,1
14392,8559,277,1
14393,8559,583,3
14394,8560,722,1
14395,8561,501,1
14396,8562,180,2
14397,8563,265,4
14398,8563,713,6
14399,8563,587,1
14400,8563,521,2
14401,8563,41,2
14402,8564,308,4
14403,8564,229,2
14404,8564,302,3
14405,8565,459,1
14406,8566,594,1
14407,8567,763,1
14408,8568,504,1
14409,8569,491,2
14410,8570,418,1
14411,8570,278,1
14412,8571,521,1
14413,8572,114,1
14414,8573,8,1
14415,8573,111,3
14416,8574,528,1
14417,8574,579,1
14418,8575,146,1
14419,8576,612,1
14420,8577,65,1
14421,8578,58,1
14422,8579,130,1
14423,8580,699,1
14424,8581,609,3
14425,8582,602,1
14426,8583,313,1
14427,8583,501,1
14428,8584,192,1
14429,8585,312,1
14430,8585,88,1
14431,8585,190,1
14432,8586,123,1
14433,8587,386,1
14434,8587,189,2
14435,8587,526,1
14436,8588,73,1
14437,8589,316,2
14438,8590,177,1
14439,8591,709,1
14440,8592,43,1
14441,8593,516,1
14442,8594,682,1
14443,8594,565,1
14444,8595,557,1
14445,8595,662,1
14446,8596,509,1
14447,8597,367,2
14448,8597,463,1
14449,8598,562,2
14450,8598,618,1
14451,8598,717,1
14452,8599,753,1
14453,8599,700,2
14454,8599,685,1
14455,8599,575,5
14456,8600,793,2
14457,8600,4,1
14458,8600,47,1
14459,8601,290,2
14460,8602,65,1
14461,8603,429,2
14462,8603,702,1
14463,8604,638,1
14464,8605,646,1
14465,8606,440,2
14466,8606,140,3
14467,8606,517,1
14468,8606,14,3
14469,8607,24,5
14470,8607,354,2
14471,8607,493,1
14472,8608,670,1
14473,8609,664,1
14474,8610,481,2
14475,8611,52,1
14476,8611,631,1
14477,8612,518,1
14478,8613,224,2
14479,8614,554,1
14480,8614,403,1
14481,8614,642,2
14482,8615,349,1
14483,8616,154,2
14484,8617,732,1
14485,8617,463,1
14486,8618,668,3
14487,8619,501,1
14488,8620,7,2
14489,8621,412,1
14490,8622,417,1
14491,8623,688,1
14492,8623,781,1
14493,8623,326,1
14494,8624,264,1
14495,8624,665,4
14496,8625,24,1
14497,8625,102,1
14498,8626,404,3
14499,8627,265,1
14500,8627,330,1
14501,8627,557,1
14502,8627,191,1
14503,8628,158,1
14504,8629,462,1
14505,8630,678,1
14506,8631,267,1
14507,8631,206,1
14508,8632,770,4
14509,8633,654,1
14510,8634,719,2
14511,8635,125,1
14512,8636,724,1
14513,8637,465,1
14514,8638,391,5
14515,8638,591,1
14516,8639,721,1
14517,8640,514,1
14518,8641,564,1
14519,8641,478,1
14520,8642,56,1
14521,8642,318,1
14522,8643,650,1
14523,8644,104,1
14524,8645,228,1
14525,8646,201,1
14526,8647,481,1
14527,8648,622,2
14528,8649,567,2
14529,8650,85,1
14530,8650,412,1
14531,8650,262,1
14532,8650,678,1
14533,8650,703,3
14534,8651,354,2
14535,8651,303,2
14536,8652,601,1
14537,8653,179,1
14538,8653,766,1
14539,8654,120,2
14540,8654,601,1
14541,8655,417,2
14542,8655,459,1
14543,8655,575,1
14544,8656,519,1
14545,8657,275,1
14546,8657,477,2
14547,8658,256,1
14548,8658,302,1
14549,8659,97,1
14550,8659,194,1
14551,8660,8,1
14552,8660,266,1
14553,8660,274,2
14554,8660,150,1
14555,8660,154,2
14556,8660,522,3
14557,8661,712,2
14558,8661,705,2
14559,8661,746,1
14560,8662,149,1
14561,8663,716,1
14562,8664,11,1
14563,8665,169,2
14564,8666,169,1
14565,8666,310,2
14566,8667,749,2
14567,8667,198,1
14568,8668,788,2
14569,8669,600,1
14570,8670,306,2
14571,8670,235,4
14572,8670,134,1
14573,8671,470,1
14574,8671,671,2
14575,8672,531,2
14576,8673,686,1
14577,8674,134,2
14578,8675,294,1
14579,8676,96,1
14580,8676,450,1
14581,8677,402,1
14582,8677,292,1
14583,8677,533,3
14584,8678,456,2
14585,8679,766,3
14586,8679,663,1
14587,8680,752,1
14588,8681,304,4
14589,8681,75,1
14590,8682,733,1
14591,8682,566,1
14592,8683,224,1
14593,8684,146,2
14594,8684,453,1
14595,8685,653,1
14596,8685,358,1
14597,8686,581,4
14598,8686,510,2
14599,8687,395,1
14600,8687,469,1
14601,8688,243,1
14602,8689,193,12
14603,8689,379,2
14604,8690,68,1
14605,8691,203,1
14606,8692,119,1
14607,8692,287,1
14608,8693,680,1
14609,8693,720,2
14610,8693,492,1
14611,8693,577,1
14612,8694,289,1
14613,8694,733,1
14614,8694,295,2
14615,8695,53,2
14616,8696,129,1
14617,8697,537,2
14618,8697,58,1
14619,8698,241,2
14620,8699,731,1
14621,8699,21,1
14622,8700,373,1
14623,8701,142,2
14624,8702,724,1
14625,8703,361,3
14626,8704,618,1
14627,8705,743,1
14628,8706,99,1
14629,8707,704,3
14630,8707,411,1
14631,8707,125,1
14632,8707,31,1
14633,8708,53,1
14634,8709,307,2
14635,8709,691,1
14636,8709,740,1
14637,8709,253,1
14638,8709,137,1
14639,8710,624,4
14640,8710,531,1
14641,8710,4,1
14642,8711,482,1
14643,8712,128,3
14644,8712,787,2
14645,8712,412,1
14646,8712,29,2
14647,8713,188,1
14648,8714,136,5
14649,8715,46,1
14650,8716,409,4
14651,8717,417,1
14652,8717,373,4
14653,8717,597,1
14654,8718,655,3
14655,8719,561,3
14656,8720,373,1
14657,8720,205,1
14658,8721,555,1
14659,8722,216,1
14660,8722,426,1
14661,8722,114,1
14662,8723,409,3
14663,8723,349,1
14664,8724,450,1
14665,8725,156,1
14666,8726,144,1
14667,8726,498,3
14668,8726,742,1
14669,8726,207,2
14670,8727,728,1
14671,8728,283,1
14672,8728,259,1
14673,8728,461,2
14674,8729,82,1
14675,8729,67,4
14676,8729,239,1
14677,8730,471,1
14678,8731,255,1
14679,8732,391,1
14680,8733,722,1
14681,8734,771,4
14682,8735,320,2
14683,8736,300,1
14684,8736,571,1
14685,8736,404,1
14686,8736,286,1
14687,8737,224,2
14688,8737,188,1
14689,8738,97,2
14690,8738,611,1
14691,8738,360,4
14692,8738,419,1
14693,8738,374,1
14694,8738,665,3
14695,8739,39,1
14696,8740,792,1
14697,8741,323,3
14698,8741,631,1
14699,8742,201,3
14700,8742,715,1
14701,8743,280,1
14702,8743,694,2
14703,8744,768,1
14704,8744,442,1
14705,8744,620,1
14706,8745,115,2
14707,8746,359,1
14708,8747,544,1
14709,8748,208,1
14710,8749,761,1
14711,8750,375,1
14712,8751,679,1
14713,8752,588,1
14714,8753,564,1
14715,8754,337,1
14716,8754,74,1
14717,8755,434,1
14718,8756,27,1
14719,8756,342,1
14720,8757,329,1
14721,8758,795,1
14722,8758,723,2
14723,8759,472,1
14724,8759,347,1
14725,8759,156,1
14726,8760,520,1
14727,8761,424,1
14728,8762,302,1
14729,8763,49,2
14730,8763,650,1
14731,8764,260,3
14732,8765,82,1
14733,8766,283,1
14734,8766,662,1
14735,8767,274,5
14736,8768,418,2
14737,8769,156,3
14738,8770,434,1
14739,8771,253,1
14740,8771,374,4
14741,8772,393,1
14742,8773,36,2
14743,8773,724,2
14744,8774,533,1
14745,8775,290,3
14746,8776,49,1
14747,8777,144,1
14748,8778,672,1
14749,8778,488,1
14750,8778,298,1
14751,8778,315,1
14752,8779,86,1
14753,8779,271,1
14754,8780,607,2
14755,8781,13,1
14756,8782,32,1
14757,8783,513,1
14758,8783,117,1
14759,8784,186,1
14760,8785,100,1
14761,8785,631,1
14762,8786,290,3
14763,8787,577,1
14764,8788,384,1
14765,8788,513,1
14766,8788,598,1
14767,8788,595,3
14768,8788,694,1
14769,8788,668,2
14770,8789,105,1
14771,8789,588,3
14772,8789,550,1
14773,8790,161,1
14774,8790,187,1
14775,8790,404,2
14776,8791,202,1
14777,8792,628,8
14778,8793,158,1
14779,8794,341,1
14780,8795,168,1
14781,8795,154,6
14782,8795,122,1
14783,8795,666,1
14784,8795,341,3
14785,8796,536,2
14786,8796,481,1
14787,8797,769,1
14788,8798,324,6
14789,8799,471,8
14790,8800,270,1
14791,8801,505,1
14792,8801,134,1
14793,8802,755,2
14794,8803,341,8
14795,8803,278,2
14796,8804,396,1
14797,8804,381,1
14798,8805,590,1
14799,8806,332,1
14800,8807,49,1
14801,8808,201,1
14802,8809,611,1
14803,8810,730,1
14804,8810,28,1
14805,8811,81,1
14806,8811,372,1
14807,8811,93,1
14808,8812,458,3
14809,8812,483,1
14810,8813,456,1
14811,8814,780,1
14812,8815,70,2
14813,8816,128,2
14814,8817,282,1
14815,8818,303,2
14816,8819,689,1
14817,8819,750,1
14818,8819,591,1
14819,8820,749,1
14820,8821,150,1
14821,8822,7,1
14822,8823,580,3
14823,8824,536,1
14824,8824,378,1
14825,8824,106,1
14826,8825,309,1
14827,8825,398,1
14828,8826,388,2
14829,8826,231,1
14830,8827,146,1
14831,8828,481,2
14832,8828,685,1
14833,8829,680,3
14834,8829,624,3
14835,8830,464,1
14836,8830,765,7
14837,8830,710,1
14838,8831,723,1
14839,8831,654,7
14840,8832,348,1
14841,8832,213,5
14842,8833,723,1
14843,8834,267,4
14844,8834,691,3
14845,8834,78,1
14846,8835,436,1
14847,8836,504,1
14848,8836,398,1
14849,8837,133,1
14850,8838,522,7
14851,8839,216,2
14852,8839,753,1
14853,8839,511,1
14854,8840,657,1
14855,8840,291,1
14856,8840,262,2
14857,8841,74,1
14858,8841,579,2
14859,8841,707,1
14860,8842,253,1
14861,8842,167,1
14862,8843,490,1
14863,8843,795,1
14864,8844,321,1
14865,8845,42,4
14866,8846,762,1
14867,8846,371,1
14868,8847,627,1
14869,8847,686,1
14870,8848,595,1
14871,8848,108,1
14872,8849,729,1
14873,8850,256,1
14874,8850,728,1
14875,8850,475,1
14876,8850,541,1
14877,8850,295,1
14878,8851,13,1
14879,8852,735,3
14880,8853,148,1
14881,8853,447,3
14882,8854,296,1
14883,8854,596,2
14884,8855,505,1
14885,8856,705,1
14886,8857,623,1
14887,8858,698,1
14888,8858,138,1
14889,8859,37,1
14890,8860,793,1
14891,8861,615,2
14892,8862,621,1
14893,8863,154,1
14894,8864,782,1
14895,8865,289,1
14896,8865,11,2
14897,8865,340,2
14898,8866,253,1
14899,8867,525,1
14900,8868,506,4
14901,8869,516,2
14902,8870,789,1
14903,8871,259,1
14904,8871,526,2
14905,8871,451,1
14906,8871,462,1
14907,8871,694,2
14908,8871,245,3
14909,8872,622,1
14910,8873,56,3
14911,8873,152,1
14912,8873,668,1
14913,8873,225,4
14914,8874,264,1
14915,8874,255,1
14916,8874,260,1
14917,8874,759,4
14918,8875,763,1
14919,8876,81,1
14920,8877,240,2
14921,8878,162,1
14922,8878,292,2
14923,8878,546,1
14924,8878,5,1
14925,8879,38,1
14926,8879,486,1
14927,8880,336,2
14928,8881,300,1
14929,8882,47,1
14930,8883,683,3
14931,8884,697,3
14932,8884,293,1
14933,8885,679,1
14934,8886,162,1
14935,8887,779,2
14936,8888,27,1
14937,8888,563,1
14938,8888,197,1
14939,8889,418,1
14940,8890,506,1
14941,8891,131,1
14942,8892,5,1
14943,8893,228,1
14944,8894,460,1
14945,8895,234,1
14946,8896,377,2
14947,8897,665,3
14948,8898,225,1
14949,8898,283,1
14950,8898,332,2
14951,8898,476,1
14952,8899,592,1
14953,8900,621,2
14954,8901,552,1
14955,8902,299,1
14956,8903,536,1
14957,8903,634,2
14958,8903,427,1
14959,8903,84,1
14960,8904,595,2
14961,8904,692,1
14962,8905,419,1
14963,8905,765,1
14964,8906,480,1
14965,8906,437,1
14966,8907,610,1
14967,8908,295,1
14968,8909,65,6
14969,8909,74,1
14970,8909,443,1
14971,8910,80,1
14972,8911,289,1
14973,8911,771,1
14974,8912,683,4
14975,8913,740,1
14976,8914,130,1
14977,8914,283,1
14978,8914,610,1
14979,8915,422,1
14980,8915,486,1
14981,8916,588,3
14982,8917,656,1
14983,8917,581,1
14984,8917,471,4
14985,8918,666,3
14986,8918,83,1
14987,8919,690,1
14988,8919,309,1
14989,8920,40,1
14990,8920,305,1
14991,8921,566,3
14992,8921,662,1
14993,8922,200,1
14994,8923,654,2
14995,8924,141,1
14996,8925,672,1
14997,8926,554,1
14998,8926,395,1
14999,8927,222,1
15000,8928,412,1
15001,8929,395,1
15002,8930,621,1
15003,8931,215,1
15004,8932,32,1
15005,8932,107,3
15006,8933,615,3
15007,8934,449,1
15008,8935,263,1
15009,8936,706,1
15010,8937,249,1
15011,8937,580,1
15012,8938,17,1
15013,8939,346,1
15014,8940,258,1
15015,8941,339,3
15016,8942,358,1
15017,8943,551,2
15018,8944,490,5
15019,8945,737,5
15020,8946,2,1
15021,8947,385,1
15022,8947,43,1
15023,8947,564,1
15024,8947,206,1
15025,8947,511,1
15026,8948,784,3
15027,8948,638,2
15028,8949,426,1
15029,8949,367,1
15030,8950,375,1
15031,8951,516,3
15032,8952,285,3
15033,8952,118,1
15034,8953,91,1
15035,8953,597,1
15036,8954,212,1
15037,8955,616,2
15038,8955,518,1
15039,8956,734,1
15040,8956,181,1
15041,8956,390,1
15042,8957,614,1
15043,8958,688,2
15044,8958,360,2
15045,8958,420,1
15046,8958,185,1
15047,8959,220,1
15048,8960,546,1
15049,8961,406,1
15050,8962,313,3
15051,8962,386,2
15052,8962,388,3
15053,8962,461,1
15054,8963,442,1
15055,8963,629,1
15056,8964,656,1
15057,8964,738,1
15058,8964,565,1
15059,8965,761,1
15060,8965,439,1
15061,8966,439,1
15062,8967,409,3
15063,8968,152,1
15064,8969,487,2
15065,8970,280,1
15066,8971,53,1
15067,8972,171,1
15068,8973,780,1
15069,8974,725,1
15070,8974,567,1
15071,8975,425,1
15072,8975,691,1
15073,8975,247,1
15074,8976,520,1
15075,8977,162,1
15076,8977,579,2
15077,8977,786,1
15078,8977,116,1
15079,8977,313,1
15080,8977,186,1
15081,8978,778,1
15082,8978,667,2
15083,8978,118,1
15084,8978,110,2
15085,8979,126,1
15086,8979,607,1
15087,8980,201,1
15088,8980,178,1
15089,8981,150,6
15090,8981,439,1
15091,8982,27,1
15092,8982,651,1
15093,8982,285,1
15094,8983,580,1
15095,8983,124,1
15096,8983,764,1
15097,8984,376,1
15098,8984,309,1
15099,8984,686,1
15100,8985,104,1
15101,8985,390,3
15102,8985,334,3
15103,8985,367,1
15104,8986,347,1
15105,8987,620,3
15106,8988,402,1
15107,8988,783,1
15108,8989,640,3
15109,8990,595,1
15110,8991,554,2
15111,8992,753,1
15112,8992,53,1
15113,8993,560,3
15114,8993,474,1
15115,8993,491,4
